Date,Symbol,Open,High,Low,Close,Volume
30-12-2024,RELIANCE,3645.64,3660.46,3624.5,3640.75,2911658
31-12-2024,RELIANCE,3635.1,3646.15,3621.03,3643.9,5407939
01-01-2025,RELIANCE,3615.78,3665.12,3555.18,3646.25,6421557
02-01-2025,RELIANCE,3639.92,3643.46,3639.33,3639.73,8050727
03-01-2025,RELIANCE,3606.41,3668.09,3544.38,3608.47,3896676
04-01-2025,RELIANCE,3641.32,3652.42,3577.09,3625.46,6197233
05-01-2025,RELIANCE,3554.13,3581.52,3514.8,3514.93,5474473
06-01-2025,RELIANCE,3525.67,3575.07,3502.17,3571.12,3340681
07-01-2025,RELIANCE,3605.44,3664.21,3589.66,3630.05,1125417
08-01-2025,RELIANCE,3641.65,3665.29,3623.42,3641.68,7998800
09-01-2025,RELIANCE,3577.49,3633.63,3541.55,3606.94,4175214
10-01-2025,RELIANCE,3650.63,3676.24,3585.28,3622.7,1028195
11-01-2025,RELIANCE,3567.29,3582.62,3546.49,3567.31,3142713
12-01-2025,RELIANCE,3576.76,3629.8,3530.01,3534.6,5027675
13-01-2025,RELIANCE,3595.59,3647.68,3592.61,3615.59,8674404
14-01-2025,RELIANCE,3680.22,3697.05,3646.87,3693.9,7152674
15-01-2025,RELIANCE,3750.89,3783.05,3739.94,3745.62,6882217
16-01-2025,RELIANCE,3710.44,3714.25,3657.91,3692.86,3750157
17-01-2025,RELIANCE,3680.3,3733.07,3621.36,3702.96,4293906
18-01-2025,RELIANCE,3684.75,3720.25,3664.98,3718.83,7809475
19-01-2025,RELIANCE,3702.15,3760.12,3693.57,3751.73,3699390
20-01-2025,RELIANCE,3710.32,3730,3665.63,3716.03,4477547
21-01-2025,RELIANCE,3666.41,3720.81,3666.26,3697.43,2871355
22-01-2025,RELIANCE,3670.38,3691.32,3643.19,3668.44,1605621
23-01-2025,RELIANCE,3720.07,3786.94,3663.63,3723.22,9891038
24-01-2025,RELIANCE,3700.37,3755.27,3687.19,3710.43,4337091
25-01-2025,RELIANCE,3737.42,3745.23,3732.86,3733.15,1114675
26-01-2025,RELIANCE,3738.55,3809.07,3685.13,3730.22,9512607
27-01-2025,RELIANCE,3681.33,3732,3665.42,3694.64,4235036
28-01-2025,RELIANCE,3663.51,3688.8,3622.32,3636.63,8877548
29-01-2025,RELIANCE,3600.77,3639.91,3558.2,3617.97,2040850
30-01-2025,RELIANCE,3593.25,3596.78,3531.12,3545.94,8493449
31-01-2025,RELIANCE,3557.43,3559.15,3505.49,3507.12,1663382
01-02-2025,RELIANCE,3482.39,3497.45,3482.08,3487.14,9401881
02-02-2025,RELIANCE,3446.87,3457.84,3408.25,3424.3,5977368
03-02-2025,RELIANCE,3467.46,3486.88,3412.32,3441.42,5494972
04-02-2025,RELIANCE,3442.93,3472.65,3403.37,3413.36,8467962
05-02-2025,RELIANCE,3443.49,3471.02,3390.01,3436.02,1094105
06-02-2025,RELIANCE,3494.43,3498.52,3488.92,3497.98,4249616
07-02-2025,RELIANCE,3544.84,3571.49,3514.78,3539.06,4621261
08-02-2025,RELIANCE,3600.15,3651.49,3556.11,3602.52,5757450
09-02-2025,RELIANCE,3631.9,3639.5,3621.08,3633.66,5476322
10-02-2025,RELIANCE,3618.87,3681.49,3607.23,3626.56,8847640
11-02-2025,RELIANCE,3694.22,3725.82,3621.56,3639.2,4699389
12-02-2025,RELIANCE,3601.99,3607.85,3593.64,3601.32,8969572
13-02-2025,RELIANCE,3532.8,3565.18,3484.33,3551.73,4999580
14-02-2025,RELIANCE,3507.68,3540.84,3489.26,3517.12,4857557
15-02-2025,RELIANCE,3511.85,3525.94,3460.47,3493.85,9004412
16-02-2025,RELIANCE,3466.97,3522.22,3451.84,3508.33,6395285
17-02-2025,RELIANCE,3551.66,3608.39,3510.05,3606.31,2312311
18-02-2025,RELIANCE,3560.85,3613.47,3499.11,3562.79,9750742
19-02-2025,RELIANCE,3608.55,3629.91,3547.16,3616.5,2103706
20-02-2025,RELIANCE,3595.21,3664.9,3535.07,3612.76,7374872
21-02-2025,RELIANCE,3629.46,3646.9,3612.14,3633.53,8752203
22-02-2025,RELIANCE,3615.44,3629.62,3593.24,3607.8,6406137
23-02-2025,RELIANCE,3653.39,3699.01,3633.16,3674.36,8054046
24-02-2025,RELIANCE,3677.41,3691.03,3631.25,3632.03,8898060
25-02-2025,RELIANCE,3567.58,3588.52,3556.06,3586.26,2085047
26-02-2025,RELIANCE,3538.02,3586.07,3497.99,3556.3,9901116
27-02-2025,RELIANCE,3571.92,3598.9,3539.45,3543.08,4735431
28-02-2025,RELIANCE,3546.18,3604.15,3544.73,3558.1,5517485
01-03-2025,RELIANCE,3519.83,3555.75,3480.22,3554.7,7672954
02-03-2025,RELIANCE,3611.93,3639.82,3573.29,3589.64,3210379
03-03-2025,RELIANCE,3648.88,3677.77,3605.67,3666.33,4873009
04-03-2025,RELIANCE,3680.16,3743.13,3650.82,3672.52,2316004
05-03-2025,RELIANCE,3720.5,3781.92,3698.35,3741.31,2397871
06-03-2025,RELIANCE,3774.89,3819.47,3732.02,3792.16,2950902
07-03-2025,RELIANCE,3827.62,3878.63,3785.94,3850.12,3601393
08-03-2025,RELIANCE,3871.01,3938.75,3843.73,3883.28,7775233
09-03-2025,RELIANCE,3894.01,3971.88,3825.2,3879.64,2222199
10-03-2025,RELIANCE,3896.84,3935.1,3825.16,3917.42,1960018
11-03-2025,RELIANCE,3850.18,3852.67,3827.05,3836.2,4892589
12-03-2025,RELIANCE,3836.51,3883.74,3770.07,3872.99,8955996
13-03-2025,RELIANCE,3846.38,3877.52,3802.29,3805.86,3542683
14-03-2025,RELIANCE,3778.89,3830.98,3748.95,3796.56,7900510
15-03-2025,RELIANCE,3828.66,3894.74,3814.41,3830.94,3525314
16-03-2025,RELIANCE,3886.27,3900.46,3869.42,3899.64,3531723
17-03-2025,RELIANCE,3825.76,3899.53,3767.83,3850.16,8953649
18-03-2025,RELIANCE,3798.16,3825.52,3742.32,3814.82,7285155
19-03-2025,RELIANCE,3793.3,3858.92,3770.92,3771.36,1728029
20-03-2025,RELIANCE,3839.9,3878.09,3828.36,3829.48,6988851
21-03-2025,RELIANCE,3901.58,3906.47,3876.89,3894.64,6308528
22-03-2025,RELIANCE,3869.28,3905.01,3812.13,3841.66,3957375
23-03-2025,RELIANCE,3795.38,3804.81,3746.07,3746.4,4869769
24-03-2025,RELIANCE,3679.9,3742.98,3634.92,3674.01,6251240
25-03-2025,RELIANCE,3641.72,3686.76,3631.71,3674.03,8860490
26-03-2025,RELIANCE,3663.35,3733.97,3592.56,3701.47,8627050
27-03-2025,RELIANCE,3725.76,3735.94,3671.84,3710.13,6373253
28-03-2025,RELIANCE,3639.32,3679.8,3585.89,3643.9,2130392
29-03-2025,RELIANCE,3596.63,3643.25,3541.82,3613.4,3440180
30-03-2025,RELIANCE,3603.81,3616.86,3576.71,3576.99,5854234
31-03-2025,RELIANCE,3606.46,3639.25,3589.42,3626.22,9292945
01-04-2025,RELIANCE,3571.09,3609.74,3566.21,3588.24,1361409
02-04-2025,RELIANCE,3642.41,3670.46,3592.4,3652.84,8961410
03-04-2025,RELIANCE,3616.81,3670.54,3564.25,3649.98,8935604
04-04-2025,RELIANCE,3590.12,3639.58,3569.29,3623.85,4662273
05-04-2025,RELIANCE,3551.82,3620.51,3505.78,3605.28,4291395
06-04-2025,RELIANCE,3585.03,3629.42,3574.74,3580.92,3408808
07-04-2025,RELIANCE,3628.6,3695.45,3581.6,3583.29,6599470
08-04-2025,RELIANCE,3647.55,3705.33,3601.7,3696.96,4282060
09-04-2025,RELIANCE,3720.74,3778.54,3675.57,3743.34,1953858
10-04-2025,RELIANCE,3812.24,3888.08,3802.45,3815.86,6315818
11-04-2025,RELIANCE,3741.24,3751.11,3680.37,3724.96,2631839
12-04-2025,RELIANCE,3798.69,3857.55,3742.51,3843.04,9684290
13-04-2025,RELIANCE,3901.55,3932.74,3844.75,3850.53,5641117
14-04-2025,RELIANCE,3842.96,3892.81,3808.88,3881.61,9890064
15-04-2025,RELIANCE,3946.73,3947.59,3908.58,3942.81,8603707
16-04-2025,RELIANCE,3886.06,3930.05,3879.15,3882.63,4543489
17-04-2025,RELIANCE,3894.57,3937.8,3828.11,3839.41,8499092
18-04-2025,RELIANCE,3782.09,3799.58,3729.39,3784.99,8094197
19-04-2025,RELIANCE,3721.58,3767.04,3718.42,3721.01,7184208
20-04-2025,RELIANCE,3718.83,3773.46,3718.19,3766.5,7435483
21-04-2025,RELIANCE,3822.9,3848.58,3764.6,3772.26,9628989
22-04-2025,RELIANCE,3711.93,3731.29,3680.92,3727.57,4988449
23-04-2025,RELIANCE,3664.67,3679.47,3606.89,3645.31,1548362
24-04-2025,RELIANCE,3641.7,3697.94,3614.38,3644.71,1470005
25-04-2025,RELIANCE,3604.13,3606.01,3574.1,3589.84,1874044
26-04-2025,RELIANCE,3560.07,3592.56,3527.89,3570.69,1829863
27-04-2025,RELIANCE,3637.71,3672.37,3625.87,3641.9,1900361
28-04-2025,RELIANCE,3606.33,3629.76,3538.99,3570.26,8600084
29-04-2025,RELIANCE,3514.12,3549.86,3504.47,3539.01,1535769
30-04-2025,RELIANCE,3602.18,3629.98,3590.52,3614.22,6864919
01-05-2025,RELIANCE,3555.82,3581.9,3487.14,3529.52,9078512
02-05-2025,RELIANCE,3590.56,3642.46,3558.04,3585.63,8496146
03-05-2025,RELIANCE,3634.17,3639.66,3574.44,3575.47,4957213
04-05-2025,RELIANCE,3590.18,3651.98,3563.48,3598.56,2499903
05-05-2025,RELIANCE,3546.37,3609.96,3538.49,3581.46,9673347
06-05-2025,RELIANCE,3547.74,3575.24,3539.28,3552.03,5275409
07-05-2025,RELIANCE,3596.12,3625.13,3559.28,3563.46,5715724
08-05-2025,RELIANCE,3602.67,3664.77,3584.21,3610.12,6663475
09-05-2025,RELIANCE,3652.36,3665.82,3609.25,3662.06,4736786
10-05-2025,RELIANCE,3708.62,3736.87,3654.9,3683.11,7905346
11-05-2025,RELIANCE,3655.42,3671.6,3629.03,3638.47,7434819
12-05-2025,RELIANCE,3619.87,3646.31,3567.22,3598.98,2938756
13-05-2025,RELIANCE,3609.83,3653.74,3599.78,3625.31,7410433
14-05-2025,RELIANCE,3603.41,3619.73,3546.58,3569.39,6795827
15-05-2025,RELIANCE,3611.64,3627.4,3567.36,3576.2,6057964
16-05-2025,RELIANCE,3526.29,3557.2,3468.23,3535.65,7977537
17-05-2025,RELIANCE,3579.07,3608.3,3570.36,3571.73,6813372
18-05-2025,RELIANCE,3547.06,3561.3,3504.9,3560.92,2828407
19-05-2025,RELIANCE,3529.1,3576.75,3489.4,3513.27,5850144
20-05-2025,RELIANCE,3472.58,3507.93,3463.94,3486.91,5013245
21-05-2025,RELIANCE,3542.91,3607.57,3481.12,3559.4,6933930
22-05-2025,RELIANCE,3503.73,3505.49,3454.74,3487.96,5180783
23-05-2025,RELIANCE,3547.11,3563.26,3534.99,3560.68,5144095
24-05-2025,RELIANCE,3589.98,3648.37,3527.93,3595.77,1698879
25-05-2025,RELIANCE,3548.05,3562.43,3546.65,3551.69,5558375
26-05-2025,RELIANCE,3578.63,3608.97,3542.87,3567.53,3055551
27-05-2025,RELIANCE,3544.1,3610.48,3544.06,3578.7,3834969
28-05-2025,RELIANCE,3604.26,3657.33,3599.52,3630.53,6280742
29-05-2025,RELIANCE,3618.41,3653.47,3550.68,3638.68,5564219
30-05-2025,RELIANCE,3605.32,3651.87,3536.95,3603.82,6620825
31-05-2025,RELIANCE,3559.77,3617.11,3542.93,3593.44,2675440
01-06-2025,RELIANCE,3622.27,3686.23,3580.29,3616.87,6666944
02-06-2025,RELIANCE,3666.88,3719.82,3659.97,3685.69,1555816
03-06-2025,RELIANCE,3646.95,3707.76,3592.12,3601.61,2882277
04-06-2025,RELIANCE,3637.04,3692.2,3580.1,3641.88,4348521
05-06-2025,RELIANCE,3672.48,3710.72,3659.88,3687.75,7984417
06-06-2025,RELIANCE,3706.48,3735.43,3672.7,3720.16,5297557
07-06-2025,RELIANCE,3671.99,3736.25,3643.01,3723.85,2302797
08-06-2025,RELIANCE,3752.34,3780.41,3740.72,3778.56,1850364
09-06-2025,RELIANCE,3773.63,3784.53,3720.03,3753.02,6121337
10-06-2025,RELIANCE,3747.29,3757.87,3700.76,3712.95,6727149
11-06-2025,RELIANCE,3649.93,3695.7,3624.58,3626.79,3629667
